clubId,name,badmintonPlayerId,initialized,status,teamCount,error
"7720","Badminton Europe","7720","false","ok","0",""
"1177","Bagsværd","1177","true","ok","5",""
"7842","Badminton i indre By","7842","false","ok","0",""
"1142","Ballerup BC58","1142","false","ok","1",""
"7719","Badminton World Federation","7719","false","ok","0",""
"7133","Badmintonklubben af 1985","7133","true","ok","1",""
"5271","Badmintonpeople - Superbrugere","5271","false","ok","0",""
"2099","BADSDRJ","2099","false","ok","3",""
"1803","Badt 72 Sjørring","1803","false","ok","0",""
"2102","BADSJ","2102","false","ok","3",""
"1717","Barrit","1717","false","ok","0",""
"1503","Bagterp","1503","false","ok","0",""
"1102","BC KVIK Kbh.","1102","false","ok","2",""
"1087","BC37 Amager","1087","true","ok","40",""
"2058","Ballum Idrætsforening","2058","false","ok","0",""
"1939","Bække","1939","false","ok","0",""
"1804","Balling-Volling","1804","false","ok","0",""
"1508","Bælum-Solbjerg","1508","false","ok","5",""
"7198","BC 80, Sønderborg","7198","false","ok","0",""
"1342","Bandholm","1342","true","ok","2",""
"1619","Beder-Malling","1619","false","ok","6",""
"1991","Bedsted IF, Badminton","1991","false","ok","0",""
"2105","Belgien","2105","false","ok","0",""
"1489","Bellinge IF, Badminton","1489","false","ok","2",""
"2050","Bevtoft","2050","false","ok","0",""
"1137","BF99","0","false","ok","0",""
"1504","Biersted","1504","false","ok","3",""
"1633","Billund","1633","false","ok","3",""
"1729","Bjert","1729","false","ok","0",""
"1103","BK36 Kbh.","1103","true","ok","4",""
"1143","Birkerød BK13","1143","false","ok","34",""
"1505","Bindslev-Tversted","1505","true","ok","10",""
"1101","BKPOINT Kbh.","1101","false","ok","0",""
"1784","Bispehavens Badminton Club","1784","false","ok","14",""
"1215","Bjæverskov","1215","false","ok","1",""
"1640","Bjerregrav","1640","false","ok","0",""
"1591","Bjergby-Mygdal","1591","false","ok","24",""
"1634","Bjerringbro","1634","false","ok","2",""
"7112","Blåkilde","0","false","ok","0",""
"7340","Blåkilde Efterskole","7340","false","ok","3",""
"1888","Blåkilde Ungd.sk.","1888","false","ok","0",""
"1997","Blans Sundeved","1997","false","ok","7",""
"1507","Blenstrup","1507","false","ok","1",""
"1176","Blistrup","1176","false","ok","4",""
"1273","Blovstrød Badmintonklub","1273","false","ok","0",""
"1506","BNB Nibe","1506","false","ok","6",""
"1275","Boeslunde Gymnastikforening","1275","false","ok","0",""
"1614","Boddum-Ydby Idrætsforening, Badminton","1614","false","ok","0",""
"1400","Bogense","1400","false","ok","0",""
"1306","Bogø","1306","false","ok","0",""
"1388","Bolbro","1388","true","ok","19",""
"1998","Bolderslev/Vollerup","1998","false","ok","0",""
"7231","Borbjerg GU","7231","false","ok","6",""
"1805","Bording T&B","1805","false","ok","0",""
"7724","Bork FK","7724","false","ok","0",""
"1609","Borremose","1609","false","ok","0",""
"1884","Borris G og U","1884","false","ok","0",""
"1203","Borup","1203","false","ok","5",""
"1461","Bøgebjerg","1461","false","ok","2",""
"1673","Børkop","1673","false","ok","4",""
"1999","Bov","1999","false","ok","1",""
"1774","Bøvling","1774","false","ok","0",""
"1635","Brabrand","1635","false","ok","26",""
"7069","Bråby if","7069","false","ok","1",""
"1636","Bramdrupdam BG IF","1636","false","ok","7",""
"1806","Bramming","1806","false","ok","0",""
"1285","Bramsnæs","1285","false","ok","0",""
"1807","Brande","1807","false","ok","5",""
"2064","Branderup Ungdoms - og Idrætsforening","2064","false","ok","0",""
"2159","Brasilien","2159","false","ok","0",""
"1762","Bredstrup-Pjedsted","1762","false","ok","0",""
"1841","Brædstrup","1841","false","ok","1",""
"2042","Bredebro","2042","false","ok","0",""
"2093","Bredsted UIF","2093","false","ok","0",""
"1721","Bredsten","1721","false","ok","0",""
"1789","Bredballe Badmintonklub","1789","false","ok","0",""
"1637","Bredballe Idrætsforening, Badmintonafd.","1637","false","ok","0",""
"2000","Broager","2000","false","ok","1",""
"1204","Brøndby BK","1204","true","ok","12",""
"1889","Bremdal","1889","false","ok","0",""
"1463","Brenderup","1463","false","ok","2",""
"1493","Brønderslev","1493","true","ok","19",""
"1168","Brøndby Strand","1168","false","ok","4",""
"1808","Brørup","1808","false","ok","2",""
"2030","Brøruphus Efterskole","2030","false","ok","7",""
"1966","Bruunshåb-Tapdrup IF","1966","false","ok","2",""
"1402","Brylle","1402","false","ok","0",""
"7142","BS72 Badminton","7142","false","ok","0",""
"1915","Bryrup","1915","false","ok","0",""
"1089","Charlottenlund","1089","true","ok","26",""
"1264","Bukkerup","1264","false","ok","0",""
"2122","Bulgarien","2122","false","ok","0",""
"2045","Bylderup og Omegns GF","2045","false","ok","0",""
"2128","Canada","2128","false","ok","0",""
"1138","CBS Sport Badminton","1138","true","ok","1",""
"1404","Dalum Papir","1404","false","ok","0",""
"1638","Christiansbjerg","1638","true","ok","8",""
"2026","Christiansfeld","2026","false","ok","1",""
"7389","Cuba","7389","false","ok","0",""
"1246","Dalby G&IF","1246","false","ok","0",""
"1759","Dalby GF","1759","false","ok","0",""
"1852","Darum","1852","false","ok","0",""
"1509","Dall-Ferslev","1509","false","ok","5",""
"1405","Dalum Hjallese BK","1405","true","ok","50",""
"6916","Den danske husflidsefterskole","6916","false","ok","0",""
"1715","Daugård","1715","false","ok","0",""
"1737","DGI Badminton","1737","false","ok","0",""
"7289","Denmark","7289","false","ok","0",""
"7352","DGI & BD","7352","false","ok","0",""
"1386","DGI Bornholm","1386","false","ok","0",""
"1865","DGI Nordvest","1865","false","ok","0",""
"7561","Dianalund BK","7561","false","ok","4",""
"7980","Dit hjertes Motionsklub","7980","false","ok","0",""
"8014","Dit hjertes Motionsklub","0","false","ok","2",""
"5311","Dit-Klubnavn","5311","false","ok","7",""
"7890","Dit-Nye-Klubnavn","7890","false","ok","0",""
"1584","Doense-Vebbestrup IF","1584","false","ok","0",""
"4789","Dommerklubben","4789","false","ok","0",""
"1343","Døllefjelde-Musse","1343","false","ok","0",""
"1113","Døvania Kbh.","1113","false","ok","0",""
"1090","Dragør","1090","true","ok","25",""
"1510","Dronninglund","1510","false","ok","0",""
"1091","Drive Kbh.","1091","true","ok","53",""
"7101","Drop 83","7101","false","ok","3",""
"1200","DTU","1200","false","ok","2",""
"1809","Durup","1809","false","ok","0",""
"1602","Dybvad","1602","false","ok","0",""
"2001","Dybbøl","2001","true","ok","28",""
"1309","Egebjerg Nyk.Sj.","1309","false","ok","0",""
"1406","Ebberup","1406","false","ok","0",""
"2090","Egernførde IF","2090","false","ok","0",""
"7188","Efterskolen Solgården","7188","false","ok","2",""
"1773","Ebeltoft","1773","false","ok","0",""
"1758","Egebjerg IF","1758","false","ok","0",""
"1451","Egense/Rantzausminde Idrætsforening","1451","false","ok","2",""
"2091","Egernførde Badmintonklub","2091","false","ok","0",""
"2067","Egernsund","2067","false","ok","0",""
"1775","Egtved IF","1775","false","ok","1",""
"7244","Egypten","7244","false","ok","0",""
"1407","EIK, Ejby","1407","false","ok","0",""
"778","Ejby","778","true","ok","0",""
"6837","Ejsing Boldklub, Badminton","6837","false","ok","0",""
"1772","Ejstrupholm","1772","false","ok","0",""
"1675","Elbohallen","1675","false","ok","5",""
"1916","Engesvang","1916","false","ok","1",""
"2106","England","2106","false","ok","0",""
"2038","Ensted","2038","false","ok","0",""
"1344","Errindlev","1344","false","ok","0",""
"1639","Erritsø","1639","false","ok","0",""
"1184","Espergærde","1184","false","ok","3",""
"1299","Esrum","1299","false","ok","0",""
"2107","Estland","2107","false","ok","0",""
"1437","Faaborg","1437","true","ok","0",""
"7195","Fåborg/Vrenderup IF","7195","false","ok","0",""
"1469","Falsled","1469","false","ok","0",""
"1269","Fårevejle","1269","false","ok","0",""
"1512","Farsø","1512","false","ok","3",""
"1511","Farstrup","1511","false","ok","0",""
"1345","Fanefjord IF","1345","false","ok","0",""
"1853","Fanø","1853","false","ok","9",""
"1371","Fejø Idrætsforening, badminton","1371","false","ok","0",""
"1144","Farum","1144","true","ok","25",""
"7355","Farum Badminton Club af 1979","7355","false","ok","0",""
"1763","Fårup - Sønderbæk IF","1763","false","ok","0",""
"1768","Faster","1768","false","ok","6",""
"1191","Faxe","1191","false","ok","0",""
"1810","Feldborg-Haderup","1810","false","ok","0",""
"1335","Faxe Ladeplads","1335","false","ok","1",""
"2110","Færøerne","2110","false","ok","0",""
"1440","FGH Badminton","1440","false","ok","7",""
"2144","Filippinerne","2144","false","ok","0",""
"2108","Finland","2108","false","ok","0",""
"2043","Fjelstrup","2043","false","ok","0",""
"1722","Firehøje","1722","false","ok","2",""
"7144","Firmasport Odense","7144","false","ok","0",""
"1788","Fjelstervang IF","1788","false","ok","0",""
"1408","Fjelsted-Harndrup","1408","false","ok","0",""
"1513","Fjerritslev","1513","false","ok","14",""
"1409","Fjordager","1409","false","ok","0",""
"7766","FK 73","7766","false","ok","0",""
"2080","Flensborg-Sporskifte UF","2080","false","ok","0",""
"1206","Fladså","1206","false","ok","0",""
"1111","FKIF Frederiksberg","1111","true","ok","28",""
"1514","Flauenskjold","1514","false","ok","0",""
"1324","Fløng-Hedehusene","1324","false","ok","0",""
"1247","Føllenslev","1247","false","ok","2",""
"1112","Frederiksberg","1112","true","ok","32",""
"7881","Føvling Stenderup","7881","false","ok","0",""
"2109","Frankrig","2109","false","ok","0",""
"1447","Fraugde G & IF. Badmintonafdeling","1447","false","ok","0",""
"1175","Fredensborg","1175","false","ok","2",""
"1641","Fredericia","1641","false","ok","5",""
"1494","Frederikshavn","1494","true","ok","23",""
"1950","Funder","1950","false","ok","0",""
"1172","Frederiksværk","1172","true","ok","5",""
"1145","Frederikssund","1145","false","ok","23",""
"1166","Frem - Hellebæk","1166","true","ok","10",""
"2056","Frifelt","2056","false","ok","0",""
"1483","Frørup","1483","false","ok","0",""
"1329","Fuglebjerg Badmintonklub","1329","false","ok","0",""
"1983","Fursund IF","1983","false","ok","0",""
"1462","Fyn","1462","false","ok","0",""
"2095","FYNFGH","2095","false","ok","0",""
"1723","Fynslund","1723","false","ok","0",""
"1183","Ganløse","1183","false","ok","7",""
"1747","Gadbjerg","1747","false","ok","0",""
"7114","Gadstrup Snoldelev Badminton Sammenslutning (GSBS)","7114","false","ok","3",""
"1767","Galten FS","1767","false","ok","8",""
"1516","Gandrup","1516","false","ok","3",""
"1741","Gårslev GF","1741","false","ok","0",""
"1589","Gærum","1589","false","ok","0",""
"1682","Gedved","1682","false","ok","1",""
"2052","Genner","2052","false","ok","0",""
"1811","Gesten IF","1811","false","ok","0",""
"1334","Gevninge IF Badminton","1334","false","ok","1",""
"1092","Gentofte","1092","true","ok","49",""
"1456","Gislev","1456","false","ok","0",""
"1141","Gentofte Motionist BK","1141","false","ok","0",""
"1207","Gilleleje","1207","false","ok","7",""
"1248","Gislinge","1248","false","ok","0",""
"1597","Gjøl","1597","false","ok","0",""
"1093","Gladsaxe Søborg","1093","true","ok","77",""
"1539","Gistrup LKB","1539","false","ok","11",""
"1724","Give","1724","false","ok","0",""
"1752","Givskud","1752","false","ok","0",""
"1854","Gjellerup","1854","false","ok","5",""
"1917","Gjern","1917","false","ok","0",""
"1930","Gjesing","1930","false","ok","0",""
"1955","Gl. Rye","1955","false","ok","0",""
"1410","Glamsbjerg","1410","false","ok","0",""
"1464","Glamsdalen","1464","false","ok","12",""
"1935","Glejbjerg","1935","false","ok","0",""
"1812","Glyngøre","1812","false","ok","0",""
"1770","Glud Spss Skjold","1770","false","ok","0",""
"1146","Glostrup","1146","true","ok","16",""
"1338","Glumsø","1338","false","ok","2",""
"1518","Godthåb","1518","false","ok","0",""
"1918","Gødvad, Silkeborg","1918","false","ok","0",""
"1315","Gørslev","1315","false","ok","0",""
"1925","Gørding/ Lourup","1925","false","ok","3",""
"7165","Gørlev Idrætsefterskole","7165","false","ok","5",""
"7381","Gørløse badminton","7381","false","ok","0",""
"1209","Gørlev","1209","false","ok","12",""
"2003","Graasten","2003","false","ok","11",""
"2002","Gram","2002","false","ok","0",""
"1199","Grantoften","1199","false","ok","1",""
"7986","Gredstedbro Boldklub","7986","false","ok","0",""
"1642","Grenå","1642","true","ok","11",""
"1855","Grauballe","1855","false","ok","0",""
"2152","Grækenland","2152","false","ok","0",""
"1208","Græsted","1208","true","ok","18",""
"1813","Grindsted BK","1813","true","ok","19",""
"18","Greve","18","true","ok","45",""
"1519","Grindsted SK","1519","true","ok","0",""
"1725","Grønbjerg Langel.","1725","false","ok","0",""
"1875","Grønbjerg","1875","false","ok","9",""
"2121","Grønland","2121","false","ok","0",""
"1311","Grønsund","1311","false","ok","8",""
"1944","Grønlandsparkens I","1944","false","ok","0",""
"1777","Grundfos Hobby & Sport","1777","false","ok","3",""
"2132","Guatamala","2132","false","ok","0",""
"7325","Gudenaadalens Efterskole","7325","false","ok","10",""
"1959","Gudum Nissum IF","1959","false","ok","14",""
"1899","Gullestrup","1899","false","ok","0",""
"1495","Gug","1495","true","ok","20",""
"1249","Gundsølille","1249","false","ok","0",""
"1251","Gundsømagle G77","1251","false","ok","0",""
"7915","Gyrstinge","7915","false","ok","0",""
"1919","HA85 Silkeborg","1919","false","ok","4",""
"7933","Haarby Efterskole","7933","false","ok","7",""
"7979","Haarby IF","7979","false","ok","0",""
"7366","Hadsten IF","7366","false","ok","0",""
"19","Haderslev","19","true","ok","15",""
"1848","Haderup FS","1848","false","ok","0",""
"7412","Hadsten Old boys","7412","false","ok","0",""
"1740","Hadsten BK","1740","false","ok","11",""
"1267","Hagested","1267","false","ok","0",""
"1496","Hadsund","1496","true","ok","18",""
"1520","Hals","1520","false","ok","2",""
"1521","Halvrimmen","1521","false","ok","3",""
"1645","Hammel","1645","false","ok","15",""
"2039","Hammelev","2039","false","ok","1",""
"7640","Han Herred Efterskole","7640","false","ok","0",""
"2089","Hanved IF","2089","false","ok","0",""
"1814","Hannæs","1814","false","ok","0",""
"1995","Hanstholm IF, Badminton","1995","false","ok","0",""
"7474","Hårby if83","7474","false","ok","0",""
"1465","Hårby BK","1465","false","ok","0",""
"6592","Harboøre","6592","false","ok","0",""
"5454","Hårby IK 81","5454","false","ok","0",""
"1698","Harlev","1698","true","ok","4",""
"7984","Hårlev Ældrebadminton","7984","false","ok","0",""
"1210","Hareskov","1210","false","ok","4",""
"2088","Harreslev - Kobbermølle UF","2088","false","ok","0",""
"7570","Hashøj IF Badminton","7570","false","ok","0",""
"1414","Hårslev","1414","false","ok","1",""
"1620","Hasle BK","1620","false","ok","0",""
"1374","Hasle IF","1374","false","ok","7",""
"1192","Haslev","1192","false","ok","0",""
"1522","Hasseris","1522","false","ok","0",""
"1971","Håsum-Ramsing","1971","false","ok","0",""
"1703","Hatting","1703","false","ok","0",""
"1523","Haverslev","1523","false","ok","0",""
"20","Havdrup","20","false","ok","2",""
"7620","Havndal-Udbyneder","7620","false","ok","0",""
"1147","Helsinge","1147","true","ok","10",""
"7110","Havrebjerg","7110","false","ok","0",""
"1977","Hedensted Badmintonklub","1977","false","ok","9",""
"1815","Hejnsvig","1815","false","ok","0",""
"2033","Hellebjerg Idrætsefterskole","2033","false","ok","0",""
"1305","Hellested Idrætsforening","1305","false","ok","0",""
"2040","Hellevad","2040","false","ok","0",""
"5694","Hejls IF","5694","false","ok","0",""
"1178","Helsingør","1178","true","ok","5",""
"1411","Herrested","1411","false","ok","1",""
"1680","Hem Hindborg Dølby","1680","false","ok","0",""
"1189","Herfølge","1189","false","ok","4",""
"1148","Herlev/Hjorten","1148","true","ok","68",""
"1243","Herlufmagle","1243","false","ok","0",""
"447","Herlufsholm","447","false","ok","0",""
"1801","Herning","1801","true","ok","21",""
"7772","Hestlund Efterskole","7772","false","ok","0",""
"30","Hillerød","30","true","ok","39",""
"1783","Herskind Boldklub","1783","false","ok","1",""
"7736","Himmerlands Ungdomsskole","7736","false","ok","2",""
"7322","Hillerslev IF","7322","false","ok","0",""
"1601","Hirtshals","1601","false","ok","0",""
"1525","Hjallerup","1525","false","ok","10",""
"1488","Hjemly Idrætsefterskole","1488","true","ok","16",""
"1890","Hjerm","1890","false","ok","0",""
"2005","Hjerndrup HSB85","2005","false","ok","0",""
"1816","Hjerting IF","1816","false","ok","0",""
"2004","Hjordkær","2004","false","ok","4",""
"1802","Hjortshøj Egå","1802","false","ok","0",""
"1497","Hjørring","1497","true","ok","50",""
"1526","Hobro","1526","false","ok","6",""
"7481","HMI, Hou","7481","false","ok","0",""
"1647","HOG Badminton, Hinnerup","1647","true","ok","21",""
"1779","Hodsager IUF","1779","false","ok","4",""
"23","Holbæk","23","true","ok","25",""
"2600","Holbøl F & IF","2600","false","ok","0",""
"1346","Holeby","1346","false","ok","0",""
"2111","Holland","2111","false","ok","0",""
"1312","Holme Olstrup","1312","false","ok","0",""
"1443","Hollufpile-Tornbjerg IF, Badminton","1443","false","ok","0",""
"1250","Holmegaard","1250","false","ok","0",""
"6921","Holmsland G & UF","6921","false","ok","0",""
"1797","Holstebro","1797","false","ok","21",""
"1856","Holsted","0","false","ok","0",""
"1149","Holte","1149","true","ok","24",""
"2140","Hong Kong","2140","false","ok","0",""
"2051","Hoptrup-Marstrup","2051","false","ok","0",""
"1211","Hornbæk","1211","false","ok","7",""
"6825","Horne Efterskole, Badminton","6825","false","ok","0",""
"1438","Horne FS","1438","false","ok","3",""
"1648","Horn/Fårvang","1648","false","ok","0",""
"24","Hornslet","24","false","ok","5",""
"1938","Horne IF","1938","false","ok","0",""
"1769","Hornsyld","1769","false","ok","0",""
"1347","Horreby","1347","false","ok","0",""
"1621","Horsens","1621","true","ok","44",""
"2035","Horsens KFUM","2035","false","ok","0",""
"1348","Horslunde","1348","false","ok","0",""
"1742","Hou","1742","false","ok","0",""
"1743","Houlbjerg/Laurbjerg","1743","false","ok","0",""
"2057","Hovborg Badminton klub","2057","false","ok","0",""
"1706","Hovedgård","1706","false","ok","0",""
"1957","Hoven","1957","false","ok","0",""
"1795","Hover IF","1795","false","ok","1",""
"1987","Hover UIF, Badminton","1987","false","ok","0",""
"25","Højbjerg","25","true","ok","71",""
"1323","Højby BK","1323","false","ok","0",""
"1710","Højderyggens Badmintonklub","1710","false","ok","0",""
"1413","Højby S&G","1413","true","ok","10",""
"1650","Hørning IF","1650","false","ok","17",""
"7529","Hørby Efterskole","7529","false","ok","0",""
"1320","Høje Tåstrups Idrætsforening Badmintonafdelingen","1320","false","ok","0",""
"1751","Højen","1751","false","ok","2",""
"1970","Højslev","1970","false","ok","0",""
"7111","Højstrup","7111","false","ok","0",""
"2055","Højer","2055","false","ok","0",""
"1214","Høng","1214","false","ok","5",""
"1212","Hundested","1212","false","ok","2",""
"1151","Hørsholm","1151","true","ok","37",""
"2023","Hørup","2023","false","ok","0",""
"5477","HUI","5477","false","ok","0",""
"7163","Hulby GF","7163","false","ok","0",""
"1150","Humlebæk","1150","true","ok","43",""
"1926","Hunderup/Sejstrup UG","1926","false","ok","7",""
"1946","Humlum","1946","false","ok","0",""
"1213","Hvalsø","1213","false","ok","0",""
"1297","Hvidebæk","1297","false","ok","0",""
"1818","Hvide Sande","1818","false","ok","0",""
"1581","Hvalpsund","1581","false","ok","0",""
"1699","Hundslund","1699","false","ok","0",""
"1352","Hunseby MK-79","0","false","ok","0",""
"1817","Hurup IF","0","false","ok","0",""
"1412","Husby/Tanderup","1412","false","ok","0",""
"2087","Husum UIF","2087","false","ok","0",""
"2139","Hviderusland","2139","false","ok","0",""
"1094","Hvidovre","1094","true","ok","42",""
"1280","Hyllinge Menstrup","1280","false","ok","0",""
"7680","Idrætsforeningen GVL","7680","false","ok","0",""
"1120","Hvidovre HB2000","1120","true","ok","15",""
"1891","Idom /Råsted","1891","false","ok","0",""
"1953","Hviding","1953","false","ok","0",""
"1349","Idestrup","1349","false","ok","0",""
"1288","Idrætsforeningen Svend Gønge","1288","false","ok","0",""
"1692","IF Ådalen","1692","false","ok","0",""
"1623","IF Alliancen","1623","false","ok","1",""
"1993","IF Centrum","1993","false","ok","5",""
"1689","If Fjorden","1689","false","ok","0",""
"1136","IF Bispebjerg","0","false","ok","0",""
"1646","IF Hasle KFUM, Badminton","1646","false","ok","0",""
"1691","IF Mols","1691","false","ok","0",""
"2142","Irak","2142","false","ok","0",""
"1331","IF Skjold Skævinge Badminton","1331","false","ok","0",""
"6877","IF Viking Pindstrup","6877","false","ok","0",""
"1245","Ishøj Badminton Klub","1245","false","ok","5",""
"1819","Ikast","1819","true","ok","34",""
"2126","Indien","2126","false","ok","0",""
"1778","Ilskov Idrætsforening","1778","false","ok","0",""
"2141","Indonesien","2141","false","ok","0",""
"2113","Italien","2113","false","ok","0",""
"1952","Janderup","1952","false","ok","0",""
"2127","Japan","2127","false","ok","0",""
"2131","Iran","2131","false","ok","0",""
"2133","Irland","2133","false","ok","0",""
"1900","Isenvad","1900","false","ok","0",""
"2112","Island","2112","false","ok","0",""
"1155","Ishøj SB 50","1155","true","ok","13",""
"5956","Islands Brygge","5956","false","ok","32",""
"2154","Israel","2154","false","ok","0",""
"1194","Jægerspris","1194","false","ok","2",""
"1533","Jetsmark","1533","false","ok","6",""
"1531","Jarl Arden","1531","false","ok","0",""
"1870","Jebjerg","1870","false","ok","0",""
"1726","Jelling","1726","false","ok","2",""
"2025","Jels","2025","false","ok","0",""
"1216","Jernløse","1216","true","ok","26",""
"1532","Jerslev-Sterup","1532","false","ok","3",""
"1969","Jernved","1969","false","ok","0",""
"7347","Jonstrup Badmintonklub","7347","false","ok","2",""
"1651","Juelsminde","1651","false","ok","0",""
"1152","Karlslunde","1152","true","ok","31",""
"1187","Jyderup","1187","false","ok","2",""
"1169","Jyllinge","1169","false","ok","6",""
"1217","Kalundborg","1217","false","ok","4",""
"1289","Karise","1289","false","ok","0",""
"1218","Karlebo Idrætsforening","1218","false","ok","1",""
"1283","Karrebæk","1283","false","ok","0",""
"8059","KIFU","0","false","error","0","Internal server error"
"1976","Karup-Kølvrå","1976","false","ok","0",""
"1442","Kauslunde","1442","false","ok","0",""
"28","KBK Kbh.","28","true","ok","40",""
"1416","Kerteminde","1416","true","ok","6",""
"1119","KFUM Badminton Kbh.","1119","false","ok","3",""
"1901","Kibæk","1901","false","ok","0",""
"7978","KIFU","7978","false","ok","0",""
"2136","Kina","2136","false","ok","0",""
"27","KMB2010","27","true","ok","44",""
"1195","Kirke Hyllinge","1195","true","ok","5",""
"1943","Kjellerup","1943","false","ok","17",""
"1499","Klarup RKG","1499","false","ok","7",""
"1377","Knudsker","1377","true","ok","7",""
"1534","Klejtrup","1534","false","ok","0",""
"1376","Klemensker","1376","false","ok","0",""
"1986","Klinkby Badminton","0","false","ok","0",""
"1535","Klokkerholm","1535","false","ok","0",""
"2602","Koldingegnens Idrætsefterskole","2602","false","ok","0",""
"1653","Kolt-Hasselager","1653","false","ok","1",""
"1693","Kolind","1693","false","ok","0",""
"1470","Korinth Idræt","1470","false","ok","0",""
"1631","Kolding BK","1631","true","ok","37",""
"1652","Kolding KFUM","1652","false","ok","0",""
"1536","Kongerslev","1536","false","ok","0",""
"2143","Korea","2143","false","ok","0",""
"2036","Korning IF","2036","false","ok","0",""
"1179","Køge Nord Badminton","1179","false","ok","1",""
"1389","Korup","1389","false","ok","8",""
"1220","Korsør","1220","false","ok","0",""
"1989","Korsholm IF","1989","false","ok","0",""
"1898","Kølkær","1898","false","ok","0",""
"481","Køge","481","true","ok","29",""
"1418","Kølstrup-Rynkeby","1418","false","ok","0",""
"1350","Kraghave","1350","false","ok","5",""
"1654","Kristrup","1654","false","ok","0",""
"1268","Kundby","1268","false","ok","0",""
"1417","Krogsbølle","1417","false","ok","0",""
"2157","Kroatien","2157","false","ok","0",""
"1452","Krarup-Espe","1452","false","ok","3",""
"1457","Kullerup/Refsvindinge","1457","true","ok","15",""
"1131","KSI Badmintonklub Kbh.","1131","true","ok","10",""
"1798","Kvaglund","1798","false","ok","7",""
"1278","Kværkeby IF","1278","false","ok","1",""
"1390","Langeskov","1390","true","ok","16",""
"1481","Kværndrup","1481","false","ok","0",""
"1294","Langebæk","1294","false","ok","0",""
"2034","Kværs/Tørsbøl IF, Badmintonafd.","2034","false","ok","1",""
"7426","Kvissel Ravnshøj IF","7426","false","ok","0",""
